"realm_record_id","operator_name","address","phone","email","digital_contact_type","website","carrier_type","equipment_and_services","operating_regions","pos_matching_fit","country","verification_status","confidence","source_urls","research_subject"
"RCN-US-0031","T.A. Dedicated, Inc.","1715 Yankee Doodle Rd Ste 100, Eagan, MN 55121","","","website contact form","https://tadedicated.com","road freight, refrigerated, flatbed, intermodal, LTL, tanker, FTL, expedited","Dedicated transportation, regional, local, OTR, flatbed, reefer, hazmat, specialized, owner-operator, intermodal, parcel","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/minnesota/coon-rapids/","Minnesota"
"RCN-US-0032","Marshall and Sons","Marshall, MN","","","","","road freight, flatbed, bulk","General freight, construction materials, farm and agricultural hauling","Minnesota, Upper Midwest","","United States","unverified","Low","https://safer.fmcsa.dot.gov/query.asp?query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2405555","Minnesota"
"RCN-US-0033","M & L Farms LLC","Minnesota, MN","","","","","livestock, road freight","Livestock hauling, farm transport","Minnesota","","United States","unverified","Low","https://safer.fmcsa.dot.gov/query.asp?query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3383182","Minnesota"
"RCN-US-0034","Minnesota Motor Express","St. Paul, MN","","","","","road freight, FTL, LTL","General freight, linehaul, regional distribution","Minnesota, Upper Midwest","","United States","unverified","Low","https://www.carrierdatahub.com/states/mn/","Minnesota"
"RCN-US-0035","Metro Transport Services, LLC","37 21st St, Newport, MN 55055","","","website contact form","https://metro-transport.com","road freight, refrigerated, dry van, FTL","Full truckload, dry van, refrigerated trailers, heated dry vans, end dumps, regional freight","Twin Cities, MN and surrounding states","","United States","unverified","High","https://metro-transport.com/services","Minnesota"
"RCN-US-0036","Smart Delivery Service, Inc.","5512 Lakeland Ave N, Minneapolis, MN 55429","(612) 405-0000","","website contact form","https://smart-delivery.com","courier, parcel, road freight","Same-day courier, route delivery, on-demand delivery, scheduled delivery, perishable goods","Minneapolis/St. Paul, Dallas/Fort Worth","","United States","unverified","High","https://smart-delivery.com","Minnesota"
"RCN-US-0037","Archer-Daniels-Midland Company","77 W Wacker Dr, Chicago, IL 60601","","","website contact form","https://www.adm.com","road freight, bulk, refrigerated, intermodal, tanker, dry van, LTL, FTL","Agricultural products logistics, grain feed hay, commodities dry bulk, refrigerated food, intermodal containers, liquids/gases, machinery transport","Nationwide","","United States","unverified","High","https://www.adm.com/en-us/contact-us/","Illinois"
"RCN-US-0038","ADM Trucking, Inc.","2501 N Brush College Rd, Decatur, IL 62526","","","website contact form","https://www.adm.com","road freight, bulk, refrigerated, intermodal, tanker, dry van","Dry bulk, grain feed hay, refrigerated food, intermodal containers, liquids/gases, general freight, machinery transport","Nationwide","","United States","unverified","High","https://www.freightwaves.com/checkpoint/trucking-companies/illinois/decatur/","Illinois"
"RCN-US-0039","McLeod Express, LLC","5002 Cundiff Court, Decatur, IL 62526","","","website contact form","https://www.mcleodexpress.com","road freight, refrigerated, flatbed, dry van, FTL","Regional and interstate trucking, dry van, refrigerated, flatbed, dedicated and OTR service","Lower 48","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/illinois/decatur/","Illinois"
"RCN-US-0040","U.S. Foods","9399 W Higgins Rd, Rosemont, IL 60018","","","website contact form","https://www.usfoods.com","refrigerated, road freight, parcel, FTL, LTL","Foodservice distribution, refrigerated trucks, delivery fleet, fresh and frozen food logistics, local and regional delivery","Nationwide","","United States","unverified","Medium","https://careers.usfoods.com/us/en/job/R279389/Non-CDL-Driver-Van-Driver","Illinois"
"RCN-US-0041","J A Frate, Inc.","7900 Pyott Rd, Crystal Lake, IL 60014","","","website contact form","https://www.jafrate.com","road freight, LTL, dry van, flatbed, refrigerated, expedited","LTL and truckload freight, dry van, flatbed, refrigerated, expedited transportation, regional distribution","Midwest, National","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/illinois/waukegan/","Illinois"
"RCN-US-0042","Global Spedition","Crystal Lake, IL","","","website contact form","https://www.globalspedition.com","road freight, bulk, dry van, flatbed, intermodal","General freight, dry bulk commodities, grain feed hay, lumber, machinery, intermodal services","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/illinois/waukegan/","Illinois"
"RCN-US-0043","Estes Express Lines","8700 Joliet Road, McCook, IL 60525","","","website contact form","https://www.estes-express.com","LTL, road freight, dry van","LTL freight shipping, terminal operations, regional and national freight delivery","Nationwide","","United States","unverified","High","https://www.estes-express.com/terminals/chicago","Illinois"
"RCN-US-0044","Prime, Inc.","Springfield, IL","417-521-6886","","website contact form","https://www.primeinc.com","refrigerated, road freight, dry van, FTL","Temperature-controlled freight, fresh produce, fresh cut floral, pharmaceuticals, fresh and frozen meats, refrigerated trailers, nationwide reefer service","Nationwide","","United States","unverified","Medium","https://www.primeinc.com/transportation-solutions/refrigerated-division/","Illinois"
"RCN-US-0045","Loadsmart","Chicago, IL","","","website contact form","https://loadsmart.com","road freight, LTL, FTL, expedited, dry van","Digital freight platform, truckload brokerage, less-than-truckload solutions, managed transportation","Nationwide","","United States","unverified","Low","https://carrieratlas.com/trucking-companies/il/chicago/","Illinois"
"RCN-US-0046","ID Logistics","Itasca, IL","","","website contact form","https://www.id-logistics.com","road freight, parcel, courier, LTL, FTL","Contract logistics, warehousing, transportation management, e-commerce fulfillment, last-mile distribution","Nationwide","","United States","unverified","Low","https://carrieratlas.com/trucking-companies/il/chicago/","Illinois"
"RCN-US-0047","Ruan","Chicago, IL","","","website contact form","https://www.ruan.com","road freight, bulk, tanker, dry van, refrigerated, flatbed","Dedicated transportation, bulk hauling, tanker, dry van, refrigerated, flatbed, logistics management","Nationwide","","United States","unverified","Low","https://carrieratlas.com/trucking-companies/il/chicago/","Illinois"
"RCN-US-0048","Keller Trucking Co., Inc.","Waukegan, IL","","","website contact form","https://www.kellertrucking.com","road freight, dry van, flatbed, refrigerated, FTL","Dry van, flatbed, refrigerated freight, regional trucking, dedicated lanes","Midwest, Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/illinois/waukegan/","Illinois"
"RCN-US-0049","US Cargo, Inc.","Chicago, IL","","","website contact form","https://www.uscargo.com","road freight, LTL, parcel, courier, expedited","Expedited transportation, air freight support, parcel delivery, courier services, time-critical shipments","Nationwide","","United States","unverified","Low","https://carrieratlas.com/trucking-companies/il/chicago/","Illinois"
"RCN-US-0050","Bridge Intermodal, Inc.","Chicago, IL","","","website contact form","https://www.bridgeintermodal.com","intermodal, road freight, dry van","Intermodal drayage, container transport, port and rail ramp service","Midwest","","United States","unverified","Low","https://carrieratlas.com/trucking-companies/il/chicago/","Illinois"
"RCN-US-0051","Green Freight, Inc.","Chicago, IL","","","website contact form","https://www.greenfreight.com","road freight, dry van, flatbed","General freight, regional trucking, dry van, flatbed freight","Midwest","","United States","unverified","Low","https://carrieratlas.com/trucking-companies/il/chicago/","Illinois"
"RCN-US-0052","C.H. Robinson","Chicago, IL","","","website contact form","https://www.chrobinson.com","road freight, LTL, FTL, expedited","Freight brokerage, managed transportation, truckload, LTL, expedited logistics","Nationwide","","United States","unverified","Low","https://www.builtinchicago.org/companies/type/logistics-companies","Illinois"
"RCN-US-0053","Loadsmart Inc.","Chicago, IL","","","website contact form","https://loadsmart.com","road freight, LTL, FTL, expedited","Digital freight brokerage, truckload and LTL capacity management, managed transportation","Nationwide","","United States","unverified","Low","https://www.builtinchicago.org/companies/type/logistics-companies","Illinois"
"RCN-US-0054","Stone Belt Freight Lines, Inc.","101 W Dillman Road, Bloomington, IN 47402","","","website contact form","https://www.stonebeltfreight.com","road freight, bulk, flatbed, refrigerated, dry van, LTL, FTL","Dry van, flatbed, refrigerated freight, bulk commodities, agricultural and farm supplies, fresh produce, general freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0055","Premier Companies Or Premier Energy Or Premier Ag","811 W 2nd Street, Seymour, IN 47274","","","website contact form","https://www.premierenergyag.com","road freight, flatbed, refrigerated, livestock, bulk, tanker, dry van, LTL, FTL","Flatbed, dry van, tanker, reefer, agricultural/farm supplies, grain feed hay, dry bulk commodities, chemicals, liquids/gases, specialized and dedicated service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0056","Central Trucking, Inc.","11930 N Hartman Dr, Edinburgh, IN 46124","","","website contact form","https://www.centraltrucking.com","road freight, refrigerated, dry van, flatbed, FTL","Dry vans, flatbeds, refrigerated freight, general freight, meat, fresh produce, beverages, paper products, dedicated and regional service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0057","Grammer Logistics","6320 E State St, Columbus, IN 47201","","","website contact form","https://www.grammerlogistics.com","road freight, tanker, dry van, refrigerated, flatbed, FTL","Specialized chemical transportation, liquids/gases, tanker service, dry van, refrigerated freight, regional and OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0058","R W Transport, Inc.","1072 N Air Drive, Bloomington, IN 47404","","","website contact form","https://www.rwtransport.com","road freight, refrigerated, flatbed, dry van, LTL, parcel","Dry van, flatbed, partial truckload, less-than-truckload, parcel, agricultural supplies, grain feed hay, intermodal containers, motor vehicles, oilfield equipment","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0059","Thompson Transportation, Inc.","9021 Jonesville Rd, Columbus, IN 47202","","","website contact form","https://www.thompsontransportation.com","road freight, refrigerated, tanker, flatbed, dry van, FTL","Reefer, dry van, flatbed, tanker shipments, fresh produce, general freight, meat, local and regional service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0060","Berry, Inc.","4305 W Southport Rd, Indianapolis, IN 46217","","","website contact form","https://www.berryinc.com","road freight, refrigerated, flatbed, tanker, dry van, FTL","Flatbed, reefer, tanker, dedicated and regional service, general freight, construction materials, metal sheets, coils and rolls, motor vehicles","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0061","Honeymoon Hauling","2301 California Street, Columbus, IN 47201","","","website contact form","https://www.honeymoonhauling.com","road freight, flatbed, dry van, FTL","Flatbed and dry van, general freight, household goods, local and OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0062","M And M Trucking","2102 7th Street, Columbus, IN 47201","","","website contact form","https://www.mandmtrucking.com","road freight, refrigerated, flatbed, LTL, dry van","Reefer, flatbed, less-than-truckload, dry van, local, regional and OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/indiana/bloomington/","Indiana"
"RCN-US-0063","Mister P Express, Inc.","Jeffersonville, IN","","","website contact form","https://www.misterpexpress.com","road freight, parcel, courier, FTL, dry van","General freight, expedited freight, courier-style delivery, regional and national service","Lower 48","","United States","unverified","Medium","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0064","B & J Trucking Service Inc.","Jeffersonville, IN","","","website contact form","https://www.bjtruckingservice.com","road freight, dry van, flatbed, FTL","Dry van, flatbed, regional freight, general freight","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0065","Stonebridge Trucking Inc.","Greensburg, IN","","","website contact form","https://www.stonebridgetrucking.com","road freight, flatbed, dry van, FTL","General freight, flatbed, dry van, regional service","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0066","Golden Eagle Trucking LLC","Fort Wayne, IN","","","website contact form","https://www.goldeneagletrucking.com","road freight, refrigerated, dry van, flatbed, FTL","Dry van, refrigerated freight, flatbed, general freight","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0067","Ega Trucking LLC","Indianapolis, IN","","","website contact form","https://www.egatrucking.com","road freight, refrigerated, dry van, flatbed, FTL","Dry van, reefer, flatbed, general freight","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0068","Dari Trucking LLC","Indianapolis, IN","","","website contact form","https://www.daritrucking.com","road freight, dry van, flatbed, FTL","Dry van, flatbed, general freight","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0069","Sixty Two Logistics Inc.","Greenwood, IN","","","website contact form","https://www.sixtytwologistics.com","road freight, refrigerated, dry van, flatbed, FTL","Dry van, reefer, flatbed, logistics, general freight","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0070","Ags Trans Inc.","Kentland, IN","","","website contact form","https://www.agstrans.com","road freight, refrigerated, livestock, bulk, hopper, dry van, flatbed, FTL","Agricultural freight, grain, feed, hay, livestock, hopper bottom, dry van, flatbed","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0071","Ferguson Farms Inc.","Leesburg, IN","","","website contact form","https://www.fergusonfarms.com","livestock, road freight, bulk, hopper","Livestock hauling, agricultural freight, farm supplies, bulk service","Indiana, Midwest","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0072","Qtl 85 LLC","South Bend, IN","","","website contact form","https://www.qtl85.com","road freight, refrigerated, dry van, FTL","Dry van, refrigerated freight, general freight, regional service","Nationwide","","United States","unverified","Low","https://www.carrierdatahub.com/states/in/","Indiana"
"RCN-US-0073","J&H Trucking","Wichita, KS","","","website contact form","https://jhtrucking.com","road freight, refrigerated, flatbed, dry van","Dry van transport, refrigerated vans, flatbed trucks, contract load carriers, yard management and hosteling, on-site trailer storage, double stacking, logistics solutions","Nationwide","","United States","unverified","High","https://jhtrucking.com","Kansas"
"RCN-US-0074","Riverside Transport, Inc.","5400 Kansas Ave, Kansas City, KS 66106","(913) 233-5500","","website contact form","https://www.riversidetransport.com","road freight, refrigerated, flatbed, dry van, FTL","Lease purchase, company drivers, dry van transport, refrigerated freight, flatbed, team driving, regional and OTR service","Nationwide","","United States","unverified","High","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/kansas-city/","Kansas"
"RCN-US-0075","TransAm Trucking, Inc.","15910 South 169 Highway, Olathe, KS 66062","","","website contact form","https://www.transamtruck.com","road freight, refrigerated, dry van, FTL","Dry van, refrigerated freight, owner-operators, regional and OTR drivers, fresh produce, meat, paper products","Nationwide","","United States","unverified","High","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/kansas-city/","Kansas"
"RCN-US-0076","Jantz Trucking","2175 Cheyenne Rd, Moundridge, KS 67107","","","website contact form","https://www.jantztrucking.com","road freight, refrigerated, livestock, bulk, flatbed, tanker, hopper, dry van","Dry van, lowboy, tanker, OTR, regional, local, hazmat, reefer, grain, hay, livestock-related agricultural freight, building materials, machinery, meat, produce","Lower 48","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/","Kansas"
"RCN-US-0077","U S Road Freight","3655 South Maize Road, Wichita, KS 67215","","","","","road freight, flatbed, parcel, LTL, refrigerated","Dry van, flatbed, parcel, less-than-truckload, chemicals, general freight, regional/local/OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/wichita/","Kansas"
"RCN-US-0078","B & H Freight Line, Inc.","468 S 26th St, Kansas City, KS 66105","","","","","road freight, intermodal, LTL, expedited, FTL","Intermodal containers, LTL, expedited, local, regional, OTR, owner-operators, beverages, chemicals, machinery, paper products","Kansas","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/kansas-city/","Kansas"
"RCN-US-0079","ACI Motor Freight, Inc.","4545 S Palisade St, Wichita, KS 67217","","","","","road freight, flatbed, FTL","Flatbed, specialized and dedicated routes, owner-operators, construction materials, machinery, paper products","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/wichita/","Kansas"
"RCN-US-0080","Tyson Trucking, Inc.","1259 N Lucy Montgomery Way, Olathe, KS 66061","","","","","road freight, refrigerated, flatbed, tanker, dry van, FTL","Dry van, flatbed, reefer, tanker, agricultural and farm supplies, construction materials, paper products, dedicated and OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/wichita/","Kansas"
"RCN-US-0081","J & H Trucking, Inc.","6244 N Broadway, Wichita, KS 67219","","","website contact form","https://jhtrucking.com","road freight, refrigerated, flatbed, dry van, tanker","Dry van transport, refrigerated van transport, flatbed trucks, contract load carriers, on-site trailer storage, yard management and hosteling, double stacking, logistics solutions","Lower 48","","United States","unverified","High","https://jhtrucking.com","Kansas"
"RCN-US-0082","Load Express, LLC","7936 Bell Road, Lenexa, KS 66219","","","","","road freight, refrigerated, flatbed, LTL, dry van","Dry van, reefer, flatbed, less-than-truckload, beverages, fresh produce, coal/coke, paper products, US mail","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/kansas-city/","Kansas"
"RCN-US-0083","Midwest Bulk, Inc.","3404 N Emporia St, Wichita, KS 67219","","","","","bulk, tanker","Dry bulk commodities, grain, feed, hay, tanker operations, OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/wichita/","Kansas"
